id,loss
0,1.0258875
1,1.1418915
2,1.1403623
3,1.1193191
4,1.1219914
5,1.0690098
6,1.075873
7,1.0551434
8,1.0293534
9,0.9953161
10,0.98677504
11,0.9563435
12,0.9419968
13,0.94072574
14,0.9172612
15,0.89389306
16,0.876624
17,0.8593744
18,0.8436497
19,0.82411575
20,0.80855167
21,0.79203874
22,0.7813033
23,0.76261663
24,0.74037874
25,0.73654974
26,0.72152305
27,0.70049953
28,0.6809277
29,0.67031014
30,0.6538143
31,0.6385016
32,0.62398386
33,0.6109738
34,0.59309065
35,0.5869516
36,0.5725118
37,0.55850524
38,0.551107
39,0.54145396
40,0.52897644
41,0.518237
42,0.5120116
43,0.503526
44,0.49517205
45,0.48421556
46,0.47666296
47,0.4666327
48,0.4581632
49,0.45144477
50,0.440168
51,0.4301854
52,0.41920522
53,0.41171378
54,0.40711752
55,0.4038843
56,0.39577433
57,0.39080834
58,0.3865755
59,0.37817216
60,0.3775858
61,0.3707545
62,0.36266628
63,0.35498017
64,0.3482246
65,0.3428115
66,0.3348447
67,0.33252406
68,0.3255551
69,0.32150745
70,0.3200673
71,0.31561902
72,0.31189921
73,0.30622593
74,0.2994902
75,0.29463622
76,0.28892
77,0.28274855
78,0.27723923
79,0.27166948
80,0.26639512
81,0.2651083
82,0.26195773
83,0.2567602
84,0.2528679
85,0.24898593
86,0.24528861
87,0.24158294
88,0.23932585
89,0.23521908
90,0.23204128
91,0.22853184
92,0.2247359
93,0.22106893
94,0.2188842
95,0.21661356
96,0.21302721
97,0.21207975
98,0.21230716
99,0.21043941
100,0.20797026
101,0.20563312
102,0.20223448
103,0.19909205
104,0.19579187
105,0.19469729
106,0.19101126
107,0.18759975
108,0.18491754
109,0.1832891
110,0.18155877
111,0.1781611
112,0.17510852
113,0.17286618
114,0.16985945
115,0.16798384
116,0.16515395
117,0.16258687
118,0.16006859
119,0.15932964
120,0.15690094
121,0.15574042
122,0.15263794
123,0.15250508
124,0.15089363
125,0.14804953
126,0.14815983
127,0.14767757
128,0.1457563
129,0.1441064
130,0.14160416
131,0.143159
132,0.14116596
133,0.1398316
134,0.1396141
135,0.13927005
136,0.14088073
137,0.14002667
138,0.13745667
139,0.13540141
140,0.13431422
141,0.13359112
142,0.13160694
143,0.12924494
144,0.12742513
145,0.12582448
146,0.12612654
147,0.12480346
148,0.12292785
149,0.120710954
150,0.11848464
151,0.11684376
152,0.11533503
153,0.11454533
154,0.11451905
155,0.11339438
156,0.11221671
157,0.120508336
158,0.12055986
159,0.11841911
160,0.11696948
161,0.11572055
162,0.11363269
163,0.112107545
164,0.11001494
165,0.11070985
166,0.10895541
167,0.107166916
168,0.10726684
169,0.10612553
170,0.1042334
171,0.10302099
172,0.10358925
173,0.10334603
174,0.103441864
175,0.10166959
176,0.09989269
177,0.09945193
178,0.09766899
179,0.09634034
180,0.09658706
181,0.09577217
182,0.094391346
183,0.09421249
184,0.09388611
185,0.09263642
186,0.091263585
187,0.09097298
188,0.091889404
189,0.09120835
190,0.08998574
191,0.08848531
192,0.08749212
193,0.08711331
194,0.08570205
195,0.08461329
196,0.08398337
197,0.082651466
198,0.08163198
199,0.080991484
200,0.07959592
201,0.07853398
202,0.07812473
203,0.07781312
204,0.078611076
205,0.078227945
206,0.078474015
207,0.07705358
208,0.076332755
209,0.07736052
210,0.07879062
211,0.07774042
212,0.078225054
213,0.080362275
214,0.07908416
215,0.07866294
216,0.077497266
217,0.076934524
218,0.07784937
219,0.07806701
220,0.076968476
221,0.075822055
222,0.07484189
223,0.07457185
224,0.074181065
225,0.07351403
226,0.07282593
227,0.07184287
228,0.070674516
229,0.069821894
230,0.07024817
231,0.06965817
232,0.071133606
233,0.07185222
234,0.07065798
235,0.069936186
236,0.07089139
237,0.070354685
238,0.07063961
239,0.07227885
240,0.072682686
241,0.07242295
242,0.073590316
243,0.072637826
244,0.07398123
245,0.07685317
246,0.07632386
247,0.07539628
248,0.074919894
249,0.07548442
250,0.07619633
251,0.07738181
252,0.07647154
253,0.07586255
254,0.07491036
255,0.07511408
256,0.07432625
257,0.073219724
258,0.07308146
259,0.07196327
260,0.07115995
261,0.07037768
262,0.070194416
263,0.06978311
264,0.06923571
265,0.068045616
266,0.0669747
267,0.06673277
268,0.06607682
269,0.06558328
270,0.067707844
271,0.06767889
272,0.06650937
273,0.06563212
274,0.065420486
275,0.06448063
276,0.06331774
277,0.06245913
278,0.061467387
279,0.061768115
280,0.061058413
281,0.060346168
282,0.059585676
283,0.05886865
284,0.058729053
285,0.06114028
286,0.061131958
287,0.061455235
288,0.061989
289,0.061559357
290,0.06288088
291,0.062380545
292,0.0639568
293,0.06290271
294,0.06181422
295,0.061898433
296,0.061558306
297,0.06043312
298,0.06119839
299,0.061450616
300,0.060520995
301,0.06047017
302,0.06046719
303,0.06135775
304,0.061166562
305,0.06039871
306,0.059344567
307,0.06398724
308,0.06290873
309,0.06297251
310,0.061834794
311,0.06224879
312,0.061818387
313,0.06200044
314,0.062106602
315,0.065239646
316,0.06440422
317,0.06332681
318,0.063206024
319,0.062440407
320,0.062084
321,0.061667856
322,0.062650815
323,0.06279177
324,0.06370067
325,0.06283347
326,0.06251154
327,0.062002454
328,0.06098321
329,0.0605349
330,0.05995259
331,0.059947986
332,0.06052301
333,0.059965067
334,0.059444834
335,0.059539378
336,0.059411336
337,0.058668405
338,0.05803827
339,0.05757306
340,0.057641983
341,0.059936374
342,0.05963293
343,0.059044704
344,0.059604295
345,0.05864498
346,0.057896417
347,0.057796177
348,0.057981767
349,0.058100928
350,0.059044804
351,0.058054637
352,0.05719034
353,0.056524936
354,0.055865023
355,0.054984003
356,0.054155752
357,0.053389415
358,0.052775033
359,0.05219253
360,0.051934868
361,0.051918212
362,0.053012658
363,0.053027906
364,0.05256488
365,0.052287336
366,0.051764715
367,0.0511169
368,0.051319532
369,0.05193362
370,0.05157043
371,0.051886924
372,0.051409625
373,0.050755735
374,0.050816294
375,0.050118316
376,0.050443113
377,0.04958203
378,0.050081242
379,0.049512316
380,0.051487155
381,0.050656255
382,0.050221812
383,0.04929329
384,0.048905935
385,0.05468056
386,0.05368862
387,0.053582948
388,0.054785375
389,0.053970557
390,0.053891666
391,0.053033836
392,0.05385585
393,0.054036394
394,0.05381147
395,0.053583235
396,0.052638736
397,0.05332445
398,0.0526407
399,0.051827848
400,0.051221445
401,0.05090178
402,0.050009314
403,0.049179394
404,0.048985865
405,0.04937977
406,0.049296312
407,0.048882034
408,0.048278403
409,0.048750293
410,0.04833289
411,0.04925647
412,0.050950114
413,0.051134516
414,0.050241757
415,0.049954955
416,0.04927105
417,0.05069488
418,0.05088525
419,0.053518176
420,0.052764643
421,0.05207399
422,0.051451802
423,0.052975267
424,0.05220783
425,0.051642053
426,0.050802425
427,0.050114207
428,0.049927056
429,0.049142964
430,0.048945606
431,0.050040483
432,0.049353197
433,0.048662465
434,0.05048446
435,0.049682263
436,0.048763834
437,0.04934492
438,0.04873604
439,0.04833381
440,0.047830284
441,0.0482748
442,0.047864426
443,0.04733886
444,0.047486756
445,0.04841003
446,0.047983058
447,0.048246045
448,0.04759719
449,0.046784937
450,0.04634707
451,0.045527928
452,0.04482067
453,0.044179615
454,0.043382727
455,0.043406267
456,0.04308899
457,0.043411855
458,0.04464343
459,0.0444084
460,0.04380381
461,0.043162726
462,0.044648882
463,0.043979112
464,0.044075005
465,0.044838026
466,0.044094373
467,0.04334375
468,0.042868823
469,0.04310479
470,0.042753614
471,0.042615026
472,0.041996818
473,0.041902024
474,0.041348185
475,0.041059393
476,0.042490542
477,0.04191453
478,0.041791737
479,0.041613914
480,0.041593138
481,0.042175345
482,0.04166498
483,0.04119127
484,0.04102869
485,0.040884826
486,0.04019147
487,0.039523397
488,0.04028453
489,0.04017584
490,0.04000329
491,0.040623553
492,0.040913966
493,0.04109471
494,0.040558048
495,0.040439043
496,0.041929014
497,0.04331796
498,0.042828858
499,0.042186227
500,0.042434856
501,0.04164682
502,0.04154217
503,0.041031808
504,0.04071241
505,0.04083932
506,0.04211571
507,0.041425414
508,0.042889796
509,0.04363681
510,0.042971272
511,0.043057766
512,0.043692306
513,0.043266397
514,0.042552482
515,0.041871198
516,0.0414591
517,0.042887066
518,0.042914122
519,0.044559076
520,0.04389913
521,0.044290055
522,0.043792684
523,0.043407906
524,0.042717047
525,0.042296503
526,0.04189273
527,0.04334093
528,0.04269505
529,0.04200008
530,0.042044606
531,0.0431023
532,0.04349217
533,0.043209177
534,0.043050796
535,0.042818952
536,0.04259086
537,0.04207784
538,0.041976288
539,0.041535113
