id,loss
0,1.0592233
1,0.9797455
2,0.91917586
3,0.9382294
4,0.9525884
5,0.93963253
6,0.90300256
7,0.89676213
8,0.9108437
9,0.9042122
10,0.8879203
11,0.86260766
12,0.84128374
13,0.8228828
14,0.8183672
15,0.8123557
16,0.79658836
17,0.7815381
18,0.7814161
19,0.76597273
20,0.75486755
21,0.7493727
22,0.7365721
23,0.72624594
24,0.7122413
25,0.7025119
26,0.697267
27,0.68147063
28,0.6684372
29,0.65645653
30,0.65199834
31,0.64200526
32,0.63744044
33,0.6325544
34,0.6233072
35,0.6087529
36,0.60314417
37,0.6079745
38,0.59478575
39,0.5856093
40,0.5744608
41,0.5616586
42,0.5563589
43,0.5479493
44,0.5391407
45,0.52994543
46,0.5200336
47,0.5144325
48,0.5046021
49,0.49914876
50,0.49421316
51,0.491317
52,0.4830301
53,0.47740325
54,0.46903637
55,0.46321216
56,0.4590876
57,0.4566301
58,0.44648445
59,0.4396253
60,0.43240336
61,0.4251407
62,0.41877803
63,0.41067228
64,0.40403283
65,0.3984811
66,0.39145198
67,0.38747367
68,0.38226688
69,0.37923288
70,0.37287477
71,0.3667782
72,0.3633411
73,0.35682258
74,0.3512076
75,0.3471601
76,0.34136245
77,0.33792755
78,0.33159623
79,0.32822976
80,0.32361186
81,0.31852853
82,0.31526008
83,0.3122888
84,0.30791914
85,0.30317503
86,0.299494
87,0.29459593
88,0.29322538
89,0.29183897
90,0.28791538
91,0.28415793
92,0.28180462
93,0.27777418
94,0.27369878
95,0.27068847
96,0.26761612
97,0.26306477
98,0.26202404
99,0.2588274
100,0.25857902
101,0.25534746
102,0.2522011
103,0.24990548
104,0.24541764
105,0.24385306
106,0.24012116
107,0.23741968
108,0.23419544
109,0.23406653
110,0.23526968
111,0.23278384
112,0.23057522
113,0.22930129
114,0.22597855
115,0.22490418
116,0.22273938
117,0.21977432
118,0.21588874
119,0.21553092
120,0.2136409
121,0.21187912
122,0.20932475
123,0.20638399
124,0.20376459
125,0.2018089
126,0.20083638
127,0.1994152
128,0.19855249
129,0.1958765
130,0.19494933
131,0.19265822
132,0.1899171
133,0.18739645
134,0.18709885
135,0.18595265
136,0.18539953
137,0.1831201
138,0.1813149
139,0.17913878
140,0.1769865
141,0.17487817
142,0.17386997
143,0.17472303
144,0.17182529
145,0.17049411
146,0.16771126
147,0.1654713
148,0.16290572
149,0.16124478
150,0.16043419
151,0.15959063
152,0.15925811
153,0.1583903
154,0.15901047
155,0.15738133
156,0.15543965
157,0.15570448
158,0.15511164
159,0.15658082
160,0.1543932
161,0.15350364
162,0.15319526
163,0.15275542
164,0.15241142
165,0.15486743
166,0.1544158
167,0.15197362
168,0.15221006
169,0.15396728
170,0.1532491
171,0.1515801
172,0.14946136
173,0.14925912
174,0.14873601
175,0.14738114
176,0.14630899
177,0.14554124
