id,loss
0,0.8235208
1,0.896048
2,0.829602
3,0.7910746
4,0.7752084
5,0.75262284
6,0.7443992
7,0.73306584
8,0.73177654
9,0.7177354
10,0.7163208
11,0.69960916
12,0.6824322
13,0.66474676
14,0.65680164
15,0.6452884
16,0.63168126
17,0.6207241
18,0.6039209
19,0.58926105
20,0.5870593
21,0.5900171
22,0.57960963
23,0.5770797
24,0.56833184
25,0.5621978
26,0.56463146
27,0.55289966
28,0.5449439
29,0.5442386
30,0.53732324
31,0.5357707
32,0.5367511
33,0.5373864
34,0.52861995
35,0.5188302
36,0.50832665
37,0.5021207
38,0.49786043
39,0.4937643
40,0.48790902
41,0.48527092
42,0.47703773
43,0.47352108
44,0.46630576
45,0.46342903
46,0.4599238
47,0.458586
48,0.45513657
49,0.4491526
50,0.44667292
51,0.4432968
52,0.43764165
53,0.43508822
54,0.4287081
55,0.42305598
56,0.42182902
57,0.42213577
58,0.42082882
59,0.41627306
60,0.4126475
61,0.40939763
62,0.40707374
63,0.40920427
64,0.40783864
65,0.40444696
66,0.40219188
67,0.39957875
68,0.39506716
69,0.39260367
70,0.3886948
71,0.3839056
72,0.38007957
73,0.3812742
74,0.37904385
75,0.37822545
76,0.38002956
77,0.37693253
78,0.37314025
79,0.36757806
80,0.3670966
81,0.3627511
82,0.36127087
83,0.35962102
84,0.36168715
85,0.35702902
86,0.354507
87,0.35421008
88,0.3521701
89,0.35019937
90,0.34869382
91,0.3456496
92,0.34511483
93,0.34179404
94,0.3401164
95,0.33757535
96,0.33790633
97,0.3368626
98,0.3353893
99,0.33648753
100,0.34155613
101,0.33958063
102,0.33649117
103,0.33332992
104,0.33137065
105,0.32857502
106,0.32557455
107,0.32411695
108,0.32110357
109,0.31878802
110,0.3186279
111,0.31771103
112,0.31727254
113,0.314089
114,0.31150705
115,0.30886444
116,0.3095484
117,0.30924138
118,0.30736604
119,0.30470517
120,0.3046347
121,0.30098766
122,0.30126277
123,0.30159882
124,0.30043927
125,0.2977784
126,0.2956413
127,0.29229236
128,0.28815576
129,0.28902036
130,0.28525954
131,0.2835398
132,0.28203395
133,0.27946293
134,0.27880016
135,0.27699524
136,0.2752765
137,0.27383977
138,0.27010778
139,0.26807654
140,0.26586866
141,0.26518068
142,0.26444617
143,0.26172784
144,0.25929654
145,0.25679576
146,0.25436717
147,0.253193
148,0.2531439
149,0.2539651
150,0.2529306
151,0.25057498
152,0.24927947
153,0.24897024
154,0.24714667
155,0.24607064
156,0.24629441
157,0.24425209
158,0.24592249
159,0.24596298
160,0.24728633
161,0.24731123
162,0.24485613
163,0.24311255
164,0.24129127
165,0.23827216
166,0.23781016
167,0.2359146
168,0.23656082
169,0.23490131
170,0.23265469
171,0.23014292
172,0.23035307
173,0.23175985
174,0.23045526
175,0.22955671
176,0.22899093
177,0.22640665
178,0.22660811
179,0.22618905
180,0.2247946
181,0.22201827
182,0.2209152
183,0.22323225
184,0.22273366
185,0.22010575
186,0.21927217
187,0.21836264
188,0.2175949
189,0.21643668
190,0.21628085
191,0.2174244
192,0.21839441
193,0.21694943
194,0.21475062
195,0.21619916
196,0.21501543
197,0.21452199
198,0.21437465
199,0.21255918
200,0.21217379
201,0.21086904
202,0.21007273
203,0.20990561
204,0.20902742
205,0.20911548
206,0.21094798
207,0.211353
208,0.20981468
209,0.20920326
210,0.20800154
211,0.20620063
212,0.2051875
213,0.20453475
214,0.20362507
215,0.20325048
216,0.20180316
217,0.20133255
218,0.20023195
219,0.19983007
220,0.20032606
221,0.20018025
222,0.19944699
223,0.19792515
224,0.19774997
225,0.19701372
226,0.19575536
227,0.19387582
228,0.1936363
229,0.1933266
230,0.19168986
231,0.19197942
232,0.19112788
233,0.19117536
234,0.18993445
235,0.18930785
236,0.18792869
237,0.1879939
238,0.18707721
239,0.1853524
240,0.18374696
241,0.18292269
242,0.18218264
243,0.18440154
244,0.18410748
245,0.18506478
246,0.18579985
247,0.1865457
248,0.18612538
249,0.18590333
250,0.18339084
251,0.1833825
252,0.18148035
253,0.18053466
254,0.17924587
255,0.17848499
256,0.18008253
257,0.18009993
258,0.17960669
259,0.17859879
260,0.1793879
261,0.17776911
262,0.17646317
263,0.17547657
264,0.1756376
265,0.17470871
266,0.17368607
267,0.17780006
268,0.17752449
269,0.17849183
270,0.18019181
271,0.18038411
272,0.18171312
273,0.18185197
274,0.18060736
275,0.18007106
276,0.17783801
277,0.17929538
278,0.17792915
279,0.1777288
280,0.1767683
281,0.17581713
282,0.1754693
283,0.17484592
284,0.17569554
285,0.17392696
286,0.17459638
287,0.17415746
288,0.17428349
289,0.1733995
290,0.17464435
291,0.17397891
292,0.1728139
293,0.173293
294,0.17436406
295,0.1754502
296,0.17356765
297,0.17341055
298,0.17251275
299,0.17432965
300,0.17398171
301,0.17509061
302,0.17463383
303,0.17378986
304,0.1731977
305,0.17189443
306,0.1697329
307,0.17001416
308,0.16940257
309,0.16734776
310,0.16790755
311,0.16673961
312,0.16833414
313,0.16782008
314,0.16935086
315,0.17090102
316,0.16986124
317,0.16907808
318,0.1700584
319,0.16800538
320,0.16968614
321,0.16936408
322,0.16815826
323,0.16659205
324,0.16725963
325,0.16657528
326,0.16483104
327,0.16489719
328,0.16505921
329,0.16867708
330,0.16759855
331,0.16534747
332,0.16340838
333,0.16304779
334,0.16263346
335,0.16187434
336,0.1606868
337,0.15942903
338,0.15817858
339,0.15706825
340,0.15632598
341,0.15599337
342,0.15666156
343,0.15511833
344,0.15413032
345,0.15352067
346,0.15404947
347,0.15319937
348,0.15398623
349,0.15499733
350,0.15457588
351,0.15408075
352,0.153464
353,0.15279844
354,0.15327191
355,0.15275876
356,0.15251383
357,0.15297763
358,0.1529476
359,0.1539701
360,0.1551919
361,0.15535428
362,0.1546802
363,0.15390076
364,0.15188195
365,0.1503666
366,0.15506941
367,0.1544745
368,0.15370604
369,0.1536778
370,0.15336877
371,0.15440272
372,0.15295474
373,0.15127362
374,0.15059987
375,0.15046911
376,0.15244201
377,0.15045157
378,0.14901413
379,0.14941902
380,0.15021387
381,0.1498607
382,0.1495883
383,0.14786607
384,0.14870937
385,0.14996392
386,0.14875852
387,0.14738315
388,0.1468542
389,0.1463941
390,0.15069814
391,0.15093033
392,0.15106817
393,0.14988233
394,0.14894524
395,0.15017831
396,0.14952551
397,0.14842413
398,0.14892378
399,0.1482626
400,0.1482167
401,0.14859706
402,0.14781103
403,0.14684437
404,0.14601286
405,0.1459478
406,0.1457737
407,0.14644615
408,0.14666425
409,0.14650811
410,0.14525282
411,0.14510855
412,0.14592503
413,0.14503132
414,0.14435527
415,0.1432335
416,0.14827196
417,0.14782901
418,0.14726584
419,0.14656936
420,0.1452298
421,0.14470233
422,0.14626522
423,0.14735663
424,0.14616098
425,0.14586826
426,0.1451883
427,0.14452974
428,0.14368367
429,0.14297025
430,0.14149994
431,0.14211203
432,0.14068839
433,0.13985471
434,0.14174396
435,0.14031406
436,0.13983509
437,0.13935229
438,0.13884419
439,0.1388052
440,0.14018092
441,0.1407575
442,0.14007272
443,0.13942301
444,0.13882007
445,0.13962139
446,0.14066117
447,0.14038679
448,0.13989632
449,0.14023632
450,0.14297119
451,0.14192009
452,0.14018846
453,0.14079718
454,0.14153776
455,0.14088875
456,0.13988364
457,0.13898598
458,0.13800685
459,0.13770282
460,0.13568443
461,0.13603945
462,0.13485907
463,0.13466042
464,0.13571335
465,0.13571642
466,0.13736337
467,0.13617003
468,0.13599461
469,0.13470984
470,0.1336127
471,0.13352457
472,0.1343356
473,0.13386987
474,0.13601111
475,0.1360282
476,0.13507353
477,0.13397229
478,0.13351081
479,0.13242266
480,0.13245645
481,0.13297121
482,0.13284712
483,0.13234925
484,0.13328205
485,0.13293776
486,0.13319705
487,0.1337021
488,0.1324361
489,0.13258465
490,0.13263176
491,0.13194971
492,0.1328832
493,0.13348193
494,0.13411765
495,0.13377582
496,0.13398793
497,0.13409914
498,0.13289589
499,0.13200909
500,0.13065708
501,0.1306745
502,0.13043952
503,0.13089618
504,0.130516
505,0.13008693
506,0.12913036
507,0.12862237
508,0.1309908
509,0.13120525
510,0.1310583
511,0.13138022
512,0.13044074
513,0.12891749
514,0.12772723
515,0.12640062
516,0.12555516
517,0.12440781
518,0.12583241
519,0.12675111
520,0.1253706
521,0.1265142
522,0.12591356
523,0.1258293
524,0.12624273
525,0.12601735
526,0.12477638
527,0.12699354
528,0.12727235
529,0.1262601
530,0.12559728
531,0.12693495
532,0.12599435
533,0.12502709
534,0.1253707
535,0.123645596
536,0.12327888
537,0.123947136
538,0.124551244
539,0.12802354
