id,loss
0,0.9239307
1,0.8837755
2,0.7796732
3,0.7236377
4,0.7216508
5,0.66057277
6,0.6215956
7,0.59857035
8,0.577998
9,0.5517234
10,0.52542734
11,0.5041856
12,0.47164348
13,0.45058244
14,0.44994456
15,0.4325766
16,0.41621888
17,0.4044942
18,0.39124405
19,0.38057232
20,0.3709052
21,0.35616174
22,0.35660475
23,0.34139752
24,0.33711928
25,0.3285808
26,0.32313532
27,0.31298083
28,0.30313036
29,0.30139995
30,0.29274306
31,0.2877968
32,0.28547385
33,0.27917415
34,0.27649847
35,0.27258033
36,0.27005947
37,0.26408726
38,0.257827
39,0.25394717
40,0.25432056
41,0.24979454
42,0.24843436
43,0.24629065
44,0.24443796
45,0.23932815
46,0.23852593
47,0.23794986
48,0.23849545
49,0.23510537
50,0.2310115
51,0.23081203
52,0.22691493
53,0.22561146
54,0.22362177
55,0.2243342
56,0.22132938
57,0.2235176
58,0.22308671
59,0.22215955
60,0.2209289
61,0.2174537
62,0.21767738
63,0.2171893
64,0.21404782
65,0.21077907
66,0.21113208
67,0.20728195
68,0.20758247
69,0.20637552
70,0.20369452
71,0.20250656
72,0.20092599
73,0.20014678
74,0.19694945
75,0.19567807
76,0.19692434
77,0.19905674
78,0.19734953
79,0.1939585
80,0.1939706
81,0.19334343
82,0.19285266
83,0.1927404
84,0.18983729
85,0.1921039
86,0.18971242
87,0.18758415
88,0.1901124
89,0.18835573
90,0.18711273
91,0.18478297
92,0.18348326
93,0.1827545
94,0.18229803
95,0.18317826
96,0.18461649
97,0.1839786
98,0.18259884
99,0.18155856
100,0.1813008
101,0.18436609
102,0.18337004
103,0.18343826
104,0.18225107
105,0.18091398
106,0.18166706
107,0.18266712
108,0.18430425
109,0.18349972
110,0.18232273
111,0.18058574
112,0.18042085
113,0.17806667
114,0.17752622
115,0.1761051
116,0.17466217
117,0.17491373
118,0.17228734
119,0.17166542
120,0.17017761
121,0.1712119
122,0.16931467
123,0.16779941
124,0.16657089
125,0.16579665
126,0.16516602
127,0.1687274
128,0.17013682
129,0.17003669
