id,loss
0,0.8452749
1,0.9687273
2,1.0019255
3,1.0205858
4,1.0253404
5,0.97641826
6,0.95847577
7,0.9374296
8,0.9113386
9,0.9118155
10,0.9006162
11,0.88182896
12,0.87542117
13,0.8573131
14,0.8397096
15,0.82084966
16,0.8046694
17,0.80508196
18,0.7955684
19,0.78594166
20,0.7915316
21,0.7762866
22,0.7705565
23,0.7577313
24,0.74474186
25,0.73643464
26,0.72310144
27,0.7054846
28,0.6987649
29,0.70019233
30,0.69178736
31,0.6866642
32,0.6826936
33,0.67658085
34,0.6694787
35,0.6670255
36,0.6666093
37,0.66435826
38,0.6571659
39,0.6481704
40,0.6523795
41,0.6372663
42,0.6241448
43,0.615318
44,0.6116743
45,0.6057128
46,0.5978108
47,0.59250987
48,0.59403706
49,0.58955365
50,0.6037997
51,0.6059529
52,0.5970316
53,0.5886206
54,0.58674914
55,0.5802331
56,0.57255423
57,0.5693744
58,0.5636339
59,0.56135404
60,0.5520803
61,0.54415613
62,0.5385711
63,0.52994835
64,0.5358322
65,0.52717245
66,0.5232965
67,0.5183919
68,0.51445085
69,0.50627625
70,0.5004612
71,0.496522
72,0.4874238
73,0.47983864
74,0.4737333
75,0.47232792
76,0.4687558
77,0.46132785
78,0.4585629
79,0.45660377
80,0.45232624
81,0.44644782
82,0.4424978
83,0.44045284
84,0.43607008
85,0.43364102
86,0.43083897
87,0.4294839
88,0.4232978
89,0.41697228
90,0.4104175
91,0.40449062
92,0.40050173
93,0.3959714
94,0.39183956
95,0.3902351
96,0.38703728
97,0.38257626
98,0.37714916
99,0.37308696
100,0.36893338
101,0.36593968
102,0.36484042
103,0.35993114
104,0.35715693
105,0.35291144
106,0.34954152
107,0.3487247
108,0.34565789
109,0.34123078
110,0.34097937
111,0.3388931
112,0.33739358
113,0.3343749
114,0.33114907
115,0.328496
116,0.32413045
117,0.3202209
118,0.31671822
119,0.31488848
120,0.31410772
121,0.31508976
122,0.31080088
123,0.30691242
124,0.30688897
125,0.30429158
126,0.30095252
127,0.30294853
128,0.30529663
129,0.3011837
130,0.29803973
131,0.29734963
132,0.29498923
133,0.29214275
134,0.28935632
135,0.29078126
136,0.28876027
137,0.2890953
138,0.28535116
139,0.28402904
140,0.28069213
141,0.27789927
142,0.2754142
143,0.27655393
144,0.27320296
145,0.27036834
146,0.2676557
147,0.26570505
148,0.2646566
149,0.26615342
150,0.26516014
151,0.26476997
152,0.2630588
153,0.26014736
154,0.26142627
155,0.25946483
156,0.25679034
157,0.2565839
158,0.2545438
159,0.25401708
160,0.25202596
161,0.24912266
162,0.24837594
163,0.24613291
164,0.24345148
165,0.24061824
166,0.23713627
167,0.23368531
168,0.23235296
169,0.22955805
170,0.22713034
171,0.22640048
172,0.22556822
173,0.22501187
174,0.22250637
175,0.22062527
176,0.2185014
177,0.2185629
178,0.21756454
179,0.21588247
180,0.21426278
181,0.21383359
182,0.21092635
183,0.20860232
184,0.20692287
185,0.2090551
186,0.20808554
187,0.20572406
188,0.20316438
189,0.20446832
190,0.2017964
191,0.2007858
192,0.19793846
193,0.19904321
194,0.19846277
195,0.1973515
196,0.1952689
197,0.19331747
198,0.19085659
199,0.18850578
200,0.18897085
201,0.18736982
202,0.1849296
203,0.18860379
204,0.18722185
205,0.18471418
206,0.18301882
207,0.18099615
208,0.18068212
209,0.17945074
210,0.17756058
211,0.17715958
212,0.17729421
213,0.18128148
214,0.1794169
215,0.17818208
216,0.17838159
217,0.17678747
218,0.17582627
219,0.17471194
